datetime,y,yhat_dt,yhat_pdt
61153,306.14,195.99,252.9516626506024
61154,276.87,195.99,252.9516626506024
61155,253.44,195.99,252.9516626506024
61156,236.43,156.87,252.9516626506024
61157,242.47,195.99,252.9516626506024
61158,335.13,203.73,252.9516626506024
61159,391.62,290.55,252.9516626506024
61160,446.71,277.43,252.9516626506024
61161,463.75,342.83,252.9516626506024
61162,429.94,327.19,252.9516626506024
61163,341.88,308.14,252.9516626506024
61164,341.25,280.1,252.9516626506024
61165,332.34,280.1,252.9516626506024
61166,341.03,280.1,252.9516626506024
61167,413.0,277.43,252.9516626506024
61168,432.04,272.04,252.9516626506024
61169,461.1,394.58,394.50420289855066
61170,449.01,272.04,252.9516626506024
61171,459.02,394.58,394.50420289855066
61172,421.21,394.58,394.50420289855066
61173,310.05,394.58,394.50420289855066
61174,236.43,272.04,252.9516626506024
61175,212.35,273.78,252.9516626506024
61176,226.68,239.08,252.9516626506024
61177,196.73,187.71,252.9516626506024
61178,201.15,187.71,252.9516626506024
61179,196.73,193.48,151.86585714285727
61180,195.0,194.54,151.86585714285727
61181,195.0,194.54,151.86585714285727
61182,196.73,200.2,151.86585714285727
61183,196.73,139.23,252.9516626506024
61184,201.15,200.39,252.9516626506024
61185,215.1,270.0,252.9516626506024
61186,196.73,171.91,252.9516626506024
61187,192.8,171.91,252.9516626506024
61188,190.53,141.65,151.86585714285727
61189,190.53,141.65,151.86585714285727
61190,183.81,142.18,151.86585714285727
61191,196.73,233.53,252.9516626506024
61192,227.39,299.5,252.9516626506024
61193,280.01,285.69,252.9516626506024
61194,296.63,285.69,252.9516626506024
61195,270.05,285.69,252.9516626506024
61196,246.64,265.78,252.9516626506024
61197,217.02,211.72,252.9516626506024
61198,195.85,150.45,252.9516626506024
61199,195.0,243.4,151.86585714285727
61200,252.34,200.2,151.86585714285727
61201,245.12,184.2,151.86585714285727
61202,236.33,163.97,151.86585714285727
61203,196.29,164.6,85.03348183932758
61204,162.22,110.26,85.03348183932758
61205,153.86,108.69,85.03348183932758
61206,156.34,133.71,85.03348183932758
61207,170.0,110.26,85.03348183932758
61208,180.3,191.95,85.03348183932758
61209,196.11,142.37,151.86585714285727
61210,217.13,185.01,151.86585714285727
61211,226.63,185.01,151.86585714285727
61212,245.04,191.44,151.86585714285727
61213,214.04,191.44,151.86585714285727
61214,184.34,193.38,151.86585714285727
61215,195.0,193.38,151.86585714285727
61216,226.0,210.09,151.86585714285727
61217,190.3,243.9,151.86585714285727
61218,244.81,243.9,151.86585714285727
61219,255.0,243.9,151.86585714285727
61220,266.6,242.56,151.86585714285727
61221,233.87,243.9,151.86585714285727
61222,204.02,243.9,151.86585714285727
61223,195.0,163.0,151.86585714285727
61224,204.04,190.0,151.86585714285727
61225,186.41,113.0,151.86585714285727
61226,162.76,100.26,85.03348183932758
61227,162.39,100.26,85.03348183932758
61228,154.45,191.5,85.03348183932758
61229,125.86,191.44,85.03348183932758
61230,153.39,191.44,85.03348183932758
61231,132.24,135.97,85.03348183932758
61232,186.41,135.97,85.03348183932758
61233,186.41,106.98,85.03348183932758
61234,193.69,134.2,151.86585714285727
61235,214.65,134.2,151.86585714285727
61236,240.62,134.2,151.86585714285727
61237,200.41,134.2,151.86585714285727
61238,193.73,134.2,151.86585714285727
61239,193.3,235.0,151.86585714285727
61240,193.39,235.0,151.86585714285727
61241,195.65,235.0,151.86585714285727
61242,225.72,243.4,151.86585714285727
61243,224.61,243.4,151.86585714285727
61244,242.86,243.4,151.86585714285727
61245,200.57,243.4,151.86585714285727
61246,192.38,243.4,151.86585714285727
61247,215.58,134.2,151.86585714285727
61248,209.87,107.3,151.86585714285727
61249,112.17,186.09,85.03348183932758
61250,122.09,118.09,85.03348183932758
61251,81.36,99.06,85.03348183932758
61252,72.54,99.06,85.03348183932758
61253,72.54,99.06,85.03348183932758
61254,97.53,100.41,85.03348183932758
61255,211.02,191.5,85.03348183932758
61256,263.19,134.21,151.86585714285727
61257,200.0,218.02,151.86585714285727
61258,199.97,237.99,151.86585714285727
61259,204.98,199.0,151.86585714285727
61260,200.12,199.0,151.86585714285727
61261,194.67,197.4,151.86585714285727
