Datetime,y,yhat_rf,yhat_trf
2019-01-01 00:00:00,76.23,47.94019999999998,48.06763041602624
2019-01-01 01:00:00,74.12,48.336199999999984,48.06763041602624
2019-01-01 02:00:00,67.87,46.19699999999999,48.06763041602624
2019-01-01 03:00:00,68.02,44.51599999999999,48.06763041602624
2019-01-01 04:00:00,70.0,48.57769999999998,45.90119331576768
2019-01-01 05:00:00,70.0,48.713099999999976,42.48782148681537
2019-01-01 06:00:00,64.83,49.32679999999998,42.48782148681537
2019-01-01 07:00:00,60.0,47.12740000000001,45.98759417632176
2019-01-01 08:00:00,64.83,49.0392,48.06763041602624
2019-01-01 09:00:00,64.19,55.87010000000001,56.46429712493371
2019-01-01 10:00:00,70.3,59.3076,56.46429712493371
2019-01-01 11:00:00,70.34,60.58240000000003,56.46429712493371
2019-01-01 12:00:00,70.34,60.11770000000001,56.46429712493371
2019-01-01 13:00:00,67.67,58.06250000000001,56.46429712493371
2019-01-01 14:00:00,70.36,60.260300000000015,56.46429712493371
2019-01-01 15:00:00,64.51,57.127999999999986,56.46429712493371
2019-01-01 16:00:00,64.89,57.03459999999998,56.10423844758675
2019-01-01 17:00:00,65.22,60.491800000000005,54.52913157031205
2019-01-01 18:00:00,66.0,76.65439999999998,56.93990865404405
2019-01-01 19:00:00,67.79,62.59170000000003,60.53690923823583
2019-01-01 20:00:00,68.29,58.36880000000002,60.53690923823583
2019-01-01 21:00:00,68.25,60.09149999999999,60.53690923823583
2019-01-01 22:00:00,67.94,59.21409999999999,55.767376150899956
2019-01-01 23:00:00,68.0,53.9935,53.90816165786703
2019-01-02 00:00:00,64.9,53.421699999999994,53.97961421001732
2019-01-02 01:00:00,48.45,53.577700000000014,56.46429712493371
2019-01-02 02:00:00,45.45,54.26890000000004,56.46429712493371
2019-01-02 03:00:00,31.5,53.01940000000004,56.46429712493371
2019-01-02 04:00:00,37.28,51.85800000000005,55.5921405233177
2019-01-02 05:00:00,42.95,53.633600000000044,53.161867074457206
2019-01-02 06:00:00,64.21,54.22939999999997,50.16298400763298
2019-01-02 07:00:00,70.49,54.33129999999996,53.912016983020685
2019-01-02 08:00:00,75.14,58.3863,59.94648574381224
2019-01-02 09:00:00,75.02,60.5906,60.53690923823583
2019-01-02 10:00:00,74.51,64.62630000000001,60.53690923823583
2019-01-02 11:00:00,70.44,67.5548,60.53690923823583
2019-01-02 12:00:00,69.74,68.90579999999999,60.53690923823583
2019-01-02 13:00:00,67.78,69.07500000000002,60.483812431053366
2019-01-02 14:00:00,64.93,63.19670000000001,72.11867760545911
2019-01-02 15:00:00,70.46,81.00139999999996,87.02105362885442
2019-01-02 16:00:00,75.89,91.58579999999998,87.68274713366911
2019-01-02 17:00:00,77.65,89.30379999999997,85.85704602865057
2019-01-02 18:00:00,78.15,92.05630000000002,94.91692827521753
2019-01-02 19:00:00,78.15,94.3011,97.25759495268635
2019-01-02 20:00:00,77.61,95.2094,94.39768089092034
2019-01-02 21:00:00,76.49,97.04209999999999,91.92825722422482
2019-01-02 22:00:00,70.79,90.25120000000001,87.68274713366911
2019-01-02 23:00:00,69.6,88.5847,87.68274713366911
2019-01-03 00:00:00,67.8,59.120900000000056,68.09790486264443
2019-01-03 01:00:00,67.99,59.86079999999999,56.12448079403264
2019-01-03 02:00:00,67.63,60.8792,55.40091334610191
2019-01-03 03:00:00,67.38,61.4048,53.912016983020685
2019-01-03 04:00:00,64.86,60.8014,53.912016983020685
2019-01-03 05:00:00,64.86,59.78229999999997,53.912016983020685
2019-01-03 06:00:00,67.7,61.69739999999997,53.912016983020685
2019-01-03 07:00:00,69.29,57.0431,60.19974395452381
2019-01-03 08:00:00,75.27,81.03099999999996,86.42770143444255
2019-01-03 09:00:00,79.85,107.48630000000003,109.9309532745209
2019-01-03 10:00:00,79.81,115.2496000000001,111.20827250590347
2019-01-03 11:00:00,79.81,109.47230000000008,110.40516150699145
2019-01-03 12:00:00,77.6,112.39320000000005,111.20827250590347
2019-01-03 13:00:00,76.53,114.58470000000001,111.20827250590347
2019-01-03 14:00:00,71.68,112.57690000000001,111.20827250590347
2019-01-03 15:00:00,75.32,96.63410000000007,111.20827250590347
2019-01-03 16:00:00,75.55,92.82700000000003,111.20827250590347
2019-01-03 17:00:00,75.78,89.99810000000004,111.20827250590347
2019-01-03 18:00:00,76.06,74.109,92.34874831564771
2019-01-03 19:00:00,76.11,72.8506,92.34874831564771
2019-01-03 20:00:00,76.86,91.03360000000004,108.5184518310219
2019-01-03 21:00:00,75.68,92.46790000000003,110.29590094944486
2019-01-03 22:00:00,70.48,80.67379999999999,86.93387603071224
2019-01-03 23:00:00,70.5,81.48909999999997,87.35005866939609
2019-01-04 00:00:00,70.46,59.039599999999965,60.26018850711943
2019-01-04 01:00:00,70.5,61.73249999999998,56.12448079403264
2019-01-04 02:00:00,70.49,63.42239999999999,56.12448079403264
2019-01-04 03:00:00,70.4,63.38539999999999,56.12448079403264
2019-01-04 04:00:00,68.18,62.00349999999997,56.12448079403264
2019-01-04 05:00:00,70.44,61.194999999999965,57.680440123080004
2019-01-04 06:00:00,75.17,59.759800000000006,60.19974395452381
2019-01-04 07:00:00,75.83,64.67010000000006,72.78698084694152
2019-01-04 08:00:00,75.8,97.75730000000001,87.68274713366911
2019-01-04 09:00:00,83.35,93.04430000000004,101.30870364678229
2019-01-04 10:00:00,84.52,101.78360000000006,104.854876655842
2019-01-04 11:00:00,84.52,91.76920000000004,99.51846267023261
2019-01-04 12:00:00,84.52,98.57710000000006,103.58623867044804
2019-01-04 13:00:00,84.52,100.39240000000005,103.58623867044804
2019-01-04 14:00:00,83.5,98.27330000000005,108.14960116901038
2019-01-04 15:00:00,84.54,91.54000000000002,99.08081177221129
2019-01-04 16:00:00,84.58,83.92080000000001,93.07835005968639
2019-01-04 17:00:00,84.82,87.34580000000001,91.39943885317203
2019-01-04 18:00:00,115.0,86.04530000000001,91.36082426964127
2019-01-04 19:00:00,115.0,84.9761,91.36082426964127
2019-01-04 20:00:00,84.64,90.2429,94.21926177625242
2019-01-04 21:00:00,84.55,99.78370000000008,103.55926347445651
2019-01-04 22:00:00,77.64,84.70949999999999,82.87236231794533
2019-01-04 23:00:00,74.25,91.0133,87.68274713366911
2019-01-05 00:00:00,64.98,60.918800000000054,71.00320445810178
2019-01-05 01:00:00,67.7,57.647199999999984,60.19974395452381
2019-01-05 02:00:00,67.86,60.4338,56.152554750893096
2019-01-05 03:00:00,67.96,58.23210000000003,55.71279258338021
2019-01-05 04:00:00,66.31,60.084699999999955,53.912016983020685
2019-01-05 05:00:00,64.88,59.40189999999994,53.912016983020685
2019-01-05 06:00:00,67.86,61.3811,55.83197501498599
