datetime,y,yhat_dt,yhat_pdt
8737,39.0,43.31,51.56803048065641
8738,34.33,30.0,51.56803048065641
8739,25.59,21.0,44.79472826086954
8740,17.42,15.0,44.79472826086954
8741,23.0,15.0,44.79472826086954
8742,37.0,43.31,51.56803048065641
8743,47.56,51.02,51.56803048065641
8744,51.34,51.0,60.90304904051169
8745,51.67,51.59,55.04641443538993
8746,52.66,57.5,55.04641443538993
8747,52.66,53.34,55.04641443538993
8748,52.57,51.03,60.90304904051169
8749,51.74,58.5,55.04641443538993
8750,51.51,51.59,55.04641443538993
8751,51.73,58.51,55.04641443538993
8752,54.32,58.5,55.04641443538993
8753,52.93,58.5,55.04641443538993
8754,57.5,63.09,55.04641443538993
8755,57.5,63.09,55.04641443538993
8756,56.4,58.5,55.04641443538993
8757,51.76,56.0,70.43032085561498
8758,51.34,52.74,70.43032085561498
8759,51.0,48.37,60.90304904051169
8760,53.82,52.88,51.56803048065641
8761,51.12,63.41,51.56803048065641
8762,50.9,63.41,51.56803048065641
8763,46.98,53.02,51.56803048065641
8764,42.9,48.87,51.56803048065641
8765,42.9,48.87,51.56803048065641
8766,46.3,48.87,51.56803048065641
8767,45.37,48.87,51.56803048065641
8768,44.45,51.32,51.56803048065641
8769,45.82,63.98,51.56803048065641
8770,46.96,51.21,60.90304904051169
8771,49.15,76.5,60.90304904051169
8772,47.56,76.5,60.90304904051169
8773,45.85,51.17,55.04641443538993
8774,34.0,63.98,51.56803048065641
8775,42.94,73.5,51.56803048065641
8776,47.57,73.5,51.56803048065641
8777,49.15,66.62,55.04641443538993
8778,49.1,64.9,55.04641443538993
8779,51.02,64.9,55.04641443538993
8780,51.38,64.9,55.04641443538993
8781,51.43,66.62,55.04641443538993
8782,50.92,66.62,55.04641443538993
8783,51.12,63.22,51.56803048065641
8784,52.63,76.93,51.56803048065641
8785,52.01,52.1,51.56803048065641
8786,52.01,53.08,51.56803048065641
8787,43.33,48.87,51.56803048065641
8788,43.33,47.0,44.79472826086954
8789,43.33,51.09,44.79472826086954
8790,43.33,48.87,51.56803048065641
8791,50.82,48.87,51.56803048065641
8792,50.88,63.27,51.56803048065641
8793,52.15,63.22,51.56803048065641
8794,52.63,67.0,55.04641443538993
8795,52.51,117.55,55.04641443538993
8796,52.41,117.55,55.04641443538993
8797,52.15,117.55,55.04641443538993
8798,50.9,117.55,55.04641443538993
8799,52.01,67.0,55.04641443538993
8800,52.41,66.62,55.04641443538993
8801,55.15,66.62,55.04641443538993
8802,55.11,117.55,55.04641443538993
8803,55.16,80.5,55.04641443538993
8804,55.15,80.5,55.04641443538993
8805,55.11,66.62,55.04641443538993
8806,52.01,66.62,55.04641443538993
8807,52.01,73.5,51.56803048065641
8808,52.01,76.93,51.56803048065641
8809,52.01,53.06,51.56803048065641
8810,52.01,52.19,51.56803048065641
8811,46.99,52.99,51.56803048065641
8812,35.0,35.5,44.79472826086954
8813,34.0,35.5,44.79472826086954
8814,34.0,30.44,44.79472826086954
8815,48.12,48.87,51.56803048065641
8816,43.33,48.87,51.56803048065641
8817,51.31,53.04,51.56803048065641
8818,52.01,63.22,51.56803048065641
8819,52.63,54.35,55.04641443538993
8820,52.64,63.31,60.90304904051169
8821,52.41,63.31,60.90304904051169
8822,51.31,66.62,55.04641443538993
8823,48.12,64.9,60.90304904051169
8824,51.3,57.0,55.04641443538993
8825,51.3,66.62,55.04641443538993
8826,51.82,66.62,55.04641443538993
8827,52.41,64.9,55.04641443538993
8828,52.41,66.62,55.04641443538993
8829,52.01,66.62,55.04641443538993
8830,48.12,51.02,51.56803048065641
8831,50.12,51.02,51.56803048065641
8832,48.12,52.03,51.56803048065641
8833,40.0,38.0,51.56803048065641
8834,39.0,46.0,51.56803048065641
8835,38.0,30.44,44.79472826086954
8836,30.9,30.44,44.79472826086954
8837,32.0,30.0,44.79472826086954
8838,43.33,48.87,51.56803048065641
8839,52.01,63.36,51.56803048065641
8840,52.51,73.5,51.56803048065641
8841,55.11,66.73,55.04641443538993
8842,53.63,66.73,55.04641443538993
8843,55.11,67.89,55.04641443538993
8844,53.63,67.35,55.04641443538993
8845,52.64,67.89,55.04641443538993
8846,52.41,66.62,55.04641443538993
8847,52.42,67.89,55.04641443538993
8848,52.63,67.89,55.04641443538993
8849,52.63,67.89,55.04641443538993
8850,52.51,67.79,55.04641443538993
8851,52.64,67.89,55.04641443538993
8852,52.63,67.89,55.04641443538993
8853,52.51,66.62,55.04641443538993
8854,48.12,66.62,55.04641443538993
8855,43.33,53.01,51.56803048065641
8856,51.16,38.0,51.56803048065641
8857,45.1,38.0,51.56803048065641
8858,42.9,30.0,51.56803048065641
8859,30.0,50.92,44.79472826086954
8860,25.0,51.13,44.79472826086954
8861,27.0,51.13,44.79472826086954
8862,46.09,35.0,51.56803048065641
8863,51.14,78.2,51.56803048065641
8864,51.35,62.52,51.56803048065641
8865,52.49,66.62,55.04641443538993
8866,52.47,67.0,55.04641443538993
8867,52.32,66.73,55.04641443538993
8868,52.31,66.73,55.04641443538993
8869,51.35,67.0,55.04641443538993
8870,50.43,67.0,55.04641443538993
8871,51.27,67.0,55.04641443538993
8872,51.44,66.62,55.04641443538993
8873,51.45,64.9,55.04641443538993
8874,51.49,67.79,55.04641443538993
8875,51.49,67.89,55.04641443538993
8876,51.47,67.89,55.04641443538993
8877,51.26,66.62,55.04641443538993
8878,46.98,54.35,55.04641443538993
8879,46.94,53.08,51.56803048065641
8880,51.16,26.0,51.56803048065641
8881,40.01,38.0,51.56803048065641
8882,37.0,48.0,44.79472826086954
8883,34.0,48.51,44.79472826086954
8884,33.0,39.0,44.79472826086954
8885,25.0,39.0,44.79472826086954
8886,29.0,49.26,44.79472826086954
8887,41.71,49.54,44.79472826086954
8888,46.95,38.0,51.56803048065641
8889,50.58,80.5,51.56803048065641
8890,50.89,53.03,51.56803048065641
8891,50.77,53.03,51.56803048065641
8892,51.24,40.0,51.56803048065641
8893,51.22,51.45,51.56803048065641
8894,46.44,47.12,51.56803048065641
8895,46.44,47.16,51.56803048065641
8896,46.95,47.12,51.56803048065641
8897,50.73,62.52,51.56803048065641
8898,50.87,64.9,55.04641443538993
8899,50.83,64.9,55.04641443538993
8900,51.01,64.9,55.04641443538993
8901,50.77,62.52,51.56803048065641
8902,46.98,53.06,51.56803048065641
8903,42.97,47.17,51.56803048065641
8904,0.0,1.0,51.56803048065641
8905,27.1,50.52,44.79472826086954
8906,35.0,50.52,44.79472826086954
8907,23.0,42.81,44.79472826086954
8908,21.0,16.0,44.79472826086954
8909,21.0,21.0,44.79472826086954
8910,37.0,51.13,44.79472826086954
8911,50.75,38.0,51.56803048065641
8912,51.15,63.22,51.56803048065641
8913,52.52,67.0,55.04641443538993
8914,51.39,67.0,55.04641443538993
8915,51.16,67.0,55.04641443538993
8916,50.76,67.0,55.04641443538993
8917,50.72,67.0,55.04641443538993
8918,50.31,67.0,55.04641443538993
8919,50.72,67.0,55.04641443538993
8920,50.79,66.62,55.04641443538993
8921,50.78,64.9,55.04641443538993
8922,50.31,64.81,55.04641443538993
